produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2025;10;ATACADO                                                     ;3,31
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2025;10;ATACADO                                                     ;7,38
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2025;10;ATACADO                                                     ;4,02
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2025;10;ATACADO                                                     ;5,14
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2025;10;ATACADO                                                     ;4,19
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2025;10;ATACADO                                                     ;4,32
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2025;10;ATACADO                                                     ;6,43
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;TO        ;NORTE          ;2025;10;ATACADO                                                     ;6,99
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2025;11;ATACADO                                                     ;6,68
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2025;11;ATACADO                                                     ;4,24
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2025;11;ATACADO                                                     ;9,53
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;AP        ;NORTE          ;2025;11;ATACADO                                                     ;4,59
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2025;11;ATACADO                                                     ;4,16
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2025;11;ATACADO                                                     ;6,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;3,49
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2025;11;ATACADO                                                     ;3,29
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;5,31
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2025;11;ATACADO                                                     ;3,47
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;5,68
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PA        ;NORTE          ;2025;11;ATACADO                                                     ;5,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2025;11;ATACADO                                                     ;4,48
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2025;11;ATACADO                                                     ;3,22
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2025;11;ATACADO                                                     ;4,67
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2025;11;ATACADO                                                     ;4,67
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2025;11;ATACADO                                                     ;3,07
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2025;11;ATACADO                                                     ;7,89
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2025;11;ATACADO                                                     ;3,92
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2025;11;ATACADO                                                     ;4,82
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2025;11;ATACADO                                                     ;4,59
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2025;11;ATACADO                                                     ;4,24
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2025;11;ATACADO                                                     ;5,76
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;TO        ;NORTE          ;2025;11;ATACADO                                                     ;6,99
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AC        ;NORTE          ;2025;12;ATACADO                                                     ;6,08
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2025;12;ATACADO                                                     ;3,92
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AM        ;NORTE          ;2025;12;ATACADO                                                     ;9,61
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;AP        ;NORTE          ;2025;12;ATACADO                                                     ;4,77
FUBA DE MILHO            ;COMUM AMARELO       ;13334;BA        ;NORDESTE       ;2025;12;ATACADO                                                     ;4,21
FUBA DE MILHO            ;COMUM AMARELO       ;13334;CE        ;NORDESTE       ;2025;12;ATACADO                                                     ;6,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;DF        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;3,5
FUBA DE MILHO            ;COMUM AMARELO       ;13334;ES        ;SUDESTE        ;2025;12;ATACADO                                                     ;3,3
FUBA DE MILHO            ;COMUM AMARELO       ;13334;GO        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;5,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MG        ;SUDESTE        ;2025;12;ATACADO                                                     ;3,26
FUBA DE MILHO            ;COMUM AMARELO       ;13334;MS        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;5,36
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PA        ;NORTE          ;2025;12;ATACADO                                                     ;5,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PB        ;NORDESTE       ;2025;12;ATACADO                                                     ;4,48
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PE        ;NORDESTE       ;2025;12;ATACADO                                                     ;2,98
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PI        ;NORDESTE       ;2025;12;ATACADO                                                     ;4,5
FUBA DE MILHO            ;COMUM AMARELO       ;13334;PR        ;SUL            ;2025;12;ATACADO                                                     ;4,72
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RJ        ;SUDESTE        ;2025;12;ATACADO                                                     ;2,95
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RN        ;NORDESTE       ;2025;12;ATACADO                                                     ;7,89
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;RO        ;NORTE          ;2025;12;ATACADO                                                     ;4,34
FUBA DE MILHO            ;COMUM AMARELO       ;13334;RS        ;SUL            ;2025;12;ATACADO                                                     ;5,0
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SC        ;SUL            ;2025;12;ATACADO                                                     ;4,24
FUBA DE MILHO            ;COMUM AMARELO       ;13334;SE        ;NORDESTE       ;2025;12;ATACADO                                                     ;4,24
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;SP        ;SUDESTE        ;2025;12;ATACADO                                                     ;5,74
FUBA DE MILHO            ;COMUM MIMOSO        ;5391;TO        ;NORTE          ;2025;12;ATACADO                                                     ;6,87
FUBA DE MILHO            ;COMUM AMARELO       ;13334;AL        ;NORDESTE       ;2026;1;ATACADO                                                     ;3,64
FUGINIL                  ;500 G/L CLOROTALONIL;13717;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,9
FUGINIL                  ;500 G/L CLOROTALONIL;13717;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;21,0
FULLTEC                  ;NÃO INFORMADO       ;11997;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;80,94
FUMIGADOR                ;SC BRASIL           ;13047;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;350,0
FUMIGADOR                ;NÃO INFORMADO       ;12985;PI        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;350,0
FUNDERSUL                ;NÃO INFORMADO       ;12332;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,02
FUNDERSUL                ;MILHO               ;12811;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;0,01
FUNDERSUL                ;MILHO               ;12811;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,01
FUNDERSUL                ;NÃO INFORMADO       ;12332;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,02
FURADAN                  ;50 G 50 G/KG CARBOFU;4120;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;300,0
FURY                     ;200 EW 200 G/L ZETA-;4124;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;92,09
FURY                     ;200 EW 200 G/L ZETA-;4124;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;96,57
FUSAO EC                 ;110 + 165 G/L METOMI;14079;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;95,0
FUSAO EC                 ;110 + 165 G/L METOMI;14079;PI        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;80,0
FUSAO EC                 ;110 + 165 G/L METOMI;14079;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;93,0
FUSAO EC                 ;110 + 165 G/L METOMI;14079;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;95,0
FUSAO EC                 ;110 + 165 G/L METOMI;14079;PI        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;60,0
FUSAO EC                 ;110 + 165 G/L METOMI;14079;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;93,0
FUSILADE                 ;250 EW 250 G/L FLUAZ;7150;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;187,0
GALIL SC                 ;250 G/L + 50 G/L IMI;13698;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;195,0
GALIL SC                 ;NÃO INFORMADO       ;10897;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;98,0
GALIL SC                 ;250 G/L + 50 G/L IMI;13698;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;100,0
GALIL SC                 ;NÃO INFORMADO       ;10897;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;134,5
GALIL SC                 ;NÃO INFORMADO       ;10897;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;110,38
GALIL SC                 ;250 G/L + 50 G/L IMI;13698;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;105,0
GALIL SC                 ;NÃO INFORMADO       ;10897;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;98,0
GALIL SC                 ;250 G/L + 50 G/L IMI;13698;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;100,0
GALIL SC                 ;NÃO INFORMADO       ;10897;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;119,0
GALIL SC                 ;NÃO INFORMADO       ;10897;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;100,0
GALIL SC                 ;NÃO INFORMADO       ;10897;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;112,05
GALIL SC                 ;250 G/L + 50 G/L IMI;13698;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;106,0
GALIL SC                 ;NÃO INFORMADO       ;10897;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;92,79
GALPAO                   ;ESTRUTURA MISTA     ;12878;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;690,0
GALPAO                   ;PACKING HOUSE       ;14820;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO                   ;PACKING HOUSE       ;14820;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO                   ;COM PISO DE CIMENTO,;13897;PA        ;NORTE          ;2026;7;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;1717,8
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;AÇO PRÉ-MOLDADO PARA;13943;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;PARA DEFENSIVOS 300 ;13946;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;MG        ;SUDESTE        ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;AÇO PRÉ-MOLDADO PARA;13943;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;PARA DEFENSIVOS 300 ;13946;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE ALVENARIA      ;NÃO INFORMADO       ;4397;SP        ;SUDESTE        ;2026;7;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;PARA MÁQUINAS ABERTO;14584;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;ES        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;PARA MÁQUINAS ABERTO;14584;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;COBERTO COM PALHA   ;13906;MA        ;NORDESTE       ;2026;7;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;COBERTO COM PALHA   ;13906;PA        ;NORTE          ;2026;7;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO DE MADEIRA        ;NÃO INFORMADO       ;4406;RS        ;SUL            ;2026;7;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO EMBALAGENS VAZIAS ;NÃO INFORMADO       ;13725;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO EMBALAGENS VAZIAS ;NÃO INFORMADO       ;13725;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;PARA MAQUINAS E IMPL;13402;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;PARA MAQUINAS E IMPL;13402;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;NÃO INFORMADO       ;6283;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;NÃO INFORMADO       ;6283;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;FECHADO, COM PISO PA;14585;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;PARA MAQUINAS E IMPL;13402;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;PARA MAQUINAS E IMPL;13402;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO METALICO          ;FECHADO, COM PISO PA;14585;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO MISTO             ;PARA MAQUINÁRIO E FE;14916;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO MISTO             ;PARA MAQUINÁRIO E FE;14665;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO MISTO             ;PARA MAQUINÁRIO E FE;14665;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO MISTO             ;PARA MAQUINÁRIO E FE;14916;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO MISTO             ;NÃO INFORMADO       ;14656;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA BENEFICIAMENT;MARACUJÁ CLASSIFICAÇ;15178;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;ESTRUTURA MISTA     ;12560;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;ESTRUTURA MISTA     ;12560;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;CE        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;ESTRUTURA MISTA     ;12560;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;COM COBERTURA METÁLI;14830;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;DE ALVENARIA E AÇO -;13646;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;PI        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;SC        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;CE        ;NORDESTE       ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;CE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;ESTRUTURA MISTA     ;12560;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;COM COBERTURA METÁLI;14830;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;PI        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PARA MAQUINAS E IM;NÃO INFORMADO       ;10036;RS        ;SUL            ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PRE-MOLDADO       ;NÃO INFORMADO       ;8356;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GALPAO PRE-MOLDADO       ;NÃO INFORMADO       ;8356;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
GAMIT                    ;NÃO INFORMADO       ;5615;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;66,0
