produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
AGRITOATO                ;EC 400 G/L DIMETOATO;10971;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;48,0
AGROLEO                  ;892 G/L ÓLEO VEGETAL;12076;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;10,0
AGROLEO                  ;892 G/L ÓLEO VEGETAL;12076;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;12,53
AGRUCON                  ;PRODUTO MINERAL, MAC;14413;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;65,0
AGRUMAX                  ;NÃO INFORMADO       ;12748;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;70,9
AGUA                     ;NÃO INFORMADO       ;8071;PI        ;NORDESTE       ;2026;7;PREÇO PAGO PELO PRODUTOR                                    ;0,0
AGUADOR (ARROZ IRRIGADO) ;NÃO INFORMADO       ;5903;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
AGUADOR (ARROZ IRRIGADO) ;BONIFICAÇÃO         ;14045;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
AGUADOR (ARROZ IRRIGADO) ;IRRIGAÇÃO PERMANENTE;5442;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
AGUADOR (ARROZ IRRIGADO) ;NÃO INFORMADO       ;5903;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
AGUADOR (ARROZ IRRIGADO) ;NÃO INFORMADO       ;5903;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
AGUADOR (ARROZ IRRIGADO) ;BONIFICAÇÃO         ;14045;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
AGUADOR (ARROZ IRRIGADO) ;NÃO INFORMADO       ;5903;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
AGUADOR (ARROZ IRRIGADO) ;IRRIGAÇÃO PERMANENTE;5442;RS        ;SUL            ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;
ALADE                    ;60 G/L + 90 G/L + 15;14024;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;264,3
ALADE                    ;60 G/L + 90 G/L + 15;14024;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;239,2
ALCA DE COLETA           ;NÃO INFORMADO       ;13159;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;25,0
ALGODAO EM CAROCO        ;TIPO BÁSICO - SLM 41;11181;CE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
ALGODAO EM CAROCO        ;TIPO BÁSICO - SLM 41;11181;CE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
ALGODAO EM CAROCO        ;TIPO BÁSICO - SLM 41;11181;CE        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,33
ALGODAO EM CAROCO        ;TIPO BÁSICO - SLM 41;11181;CE        ;NORDESTE       ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,8
ALGODAO EM CAROCO        ;TIPO BÁSICO - SLM 41;11181;CE        ;NORDESTE       ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,13
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,02
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,86
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,78
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,8
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,01
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,3
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,92
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,98
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,33
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,03
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,57
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,23
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,19
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,73
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,79
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,99
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,0
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,03
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,04
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,8
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,71
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,92
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,35
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,52
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,23
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,0
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,76
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,95
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,62
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,8
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,61
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,24
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,23
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,75
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,0
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,66
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,75
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,84
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,4
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,27
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,58
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,69
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,0
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,7
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,86
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,77
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,76
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,27
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,32
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,76
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,0
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,68
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,84
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,74
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,78
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,63
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,29
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,76
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,81
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,97
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,98
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,88
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,83
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,41
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,87
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,3
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,68
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,7
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,82
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,28
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,18
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,06
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,16
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,27
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,29
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,55
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,74
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,08
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,87
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,93
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,29
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,16
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,53
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,6
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,47
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,15
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2026;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;BA        ;NORDESTE       ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,08
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;GO        ;CENTRO-OESTE   ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,05
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MA        ;NORDESTE       ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,07
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MG        ;SUDESTE        ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,7
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MS        ;CENTRO-OESTE   ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,52
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;MT        ;CENTRO-OESTE   ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,55
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;PI        ;NORDESTE       ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,23
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;SP        ;SUDESTE        ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;9,15
ALGODAO EM PLUMA         ;TIPO BÁSICO - SLM 41;11182;TO        ;NORTE          ;2026;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,67
ALHO                     ;COMUM               ;5361;BA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,1
ALHO                     ;COMUM               ;5361;DF        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,0
ALHO                     ;COMUM               ;5361;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,48
ALHO                     ;NACIONAL            ;5358;GO        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;22,0
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;13,52
ALHO                     ;NOBRE 7 COMERCIAL RO;7612;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,13
ALHO                     ;NOBRE 6 EXTRA ROXO  ;7613;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;17,08
ALHO                     ;NOBRE 4 EXTRA ROXO  ;7619;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;11,79
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;14,53
ALHO                     ;NOBRE               ;5362;PR        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,98
ALHO                     ;COMUM               ;5361;BA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;16,5
ALHO                     ;COMUM               ;5361;DF        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,75
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;GO        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;12,0
ALHO                     ;NACIONAL            ;5358;GO        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;22,0
ALHO                     ;COMUM               ;5361;GO        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,8
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;12,92
ALHO                     ;NOBRE 7 COMERCIAL RO;7612;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,79
ALHO                     ;NOBRE 6 EXTRA ROXO  ;7613;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;15,88
ALHO                     ;NOBRE 4 EXTRA ROXO  ;7619;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;10,96
ALHO                     ;NOBRE               ;5362;PR        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,0
ALHO                     ;COMUM               ;5361;BA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;14,04
ALHO                     ;COMUM               ;5361;DF        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,09
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;GO        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;12,28
ALHO                     ;NACIONAL            ;5358;GO        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;22,0
ALHO                     ;COMUM               ;5361;GO        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,87
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;13,35
ALHO                     ;NOBRE 7 COMERCIAL RO;7612;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,7
ALHO                     ;NOBRE 6 EXTRA ROXO  ;7613;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;15,78
ALHO                     ;NOBRE 4 EXTRA ROXO  ;7619;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;11,35
ALHO                     ;NOBRE               ;5362;PR        ;SUL            ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,67
ALHO                     ;COMUM               ;5361;BA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;13,0
ALHO                     ;COMUM               ;5361;DF        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,25
ALHO                     ;NACIONAL            ;5358;GO        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;22,0
ALHO                     ;COMUM               ;5361;GO        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,8
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;GO        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;11,13
ALHO                     ;NOBRE 4 EXTRA ROXO  ;7619;MG        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;10,37
ALHO                     ;NOBRE 7 COMERCIAL RO;7612;MG        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;16,49
ALHO                     ;NOBRE 6 EXTRA ROXO  ;7613;MG        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;14,41
ALHO                     ;NOBRE 5 EXTRA ROXO  ;7616;MG        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;12,33
ALHO                     ;NOBRE               ;5362;PR        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,91
ALHO                     ;COMUM               ;5361;BA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;13,12
ALHO                     ;COMUM               ;5361;DF        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;16,45
