codigo_estacao,nome,sigla_uf,regiao_inmet,lat,lon,altitude,ano_primeiro,ano_ultimo,n_anos,data_fundacao
A856,PALMEIRA DAS MISSOES,RS,S,-27.92027777,-53.31805554,614.11,2014,2026,13,2008-02-26
A878,TAVARES - FAROL DE MOSTARDAS,RS,S,-31.24833333,-50.90638888,3.82,2014,2026,13,2008-03-11
A879,CANELA,RS,S,-29.36888888,-50.82722221,830.93,2014,2026,13,2008-08-23
A880,VACARIA,RS,S,-28.51361111,-50.88277777,969.89,2014,2026,13,2008-04-26
A881,DOM PEDRITO,RS,S,-31.0025,-54.61805554,150.0,2014,2026,13,2010-04-23
A882,TEUTONIA,RS,S,-29.44916666,-51.82333332,81.0,2014,2026,13,2012-10-04
A883,IBIRUBA,RS,S,-28.65333333,-53.11194444,455.27,2014,2026,13,2012-12-13
A884,CAMPO BOM,RS,S,-29.67416666,-51.06416666,23.35,2014,2026,13,2013-11-29
A886,TUPANCIRETA,RS,S,-29.08944444,-53.82666666,462.0,2016,2026,11,2016-08-11
A887,CAPAO DO LEAO (PELOTAS),RS,S,-31.8025,-52.40722222,13.0,2019,2026,8,2019-07-18
A889,SAO VICENTE DO SUL,RS,S,-29.70222222,-54.69444444,134.0,2016,2026,11,2016-04-06
A893,ENCRUZILHADA DO SUL,RS,S,-30.54305555,-52.52472221,427.75,2018,2026,9,2018-03-15
A894,SERAFINA CORREA,RS,S,-28.70472222,-51.87083332,485.29,2016,2026,11,2016-04-01
A897,CAMBARA DO SUL,RS,S,-29.04916666,-50.14972221,1017.0,2016,2026,11,2016-11-24
A899,SANTA VITORIA DO PALMAR - BARRA DO CHUI,RS,S,-33.74222221,-53.37222221,7.41,2014,2026,13,2008-03-08
B807,PORTO ALEGRE- BELEM NOVO,RS,S,-30.1861111,-51.17805554,3.3,2022,2024,3,2022-12-08
B808,CACHOEIRINHA,RS,S,-29.95138888,-51.12416666,72.0,2025,2026,2,2025-02-18
B809,SAPUCAIA DO SUL,RS,S,-29.81388888,-51.15666666,23.0,2025,2026,2,2025-05-01
B810,PARQUE ELDORADO,RS,S,-30.09666666,-51.67388888,50.0,2025,2026,2,2025-02-18
B811,SERTAO SANTANA,RS,S,-30.49416666,-51.66333333,116.0,2025,2026,2,2025-08-14
B812,CHARQUEADAS,RS,S,-29.96555555,-51.62555554,23.0,2025,2026,2,2025-05-01
B813,MINAS DO LEAO,RS,S,-30.12444443,-52.05083333,54.0,2025,2026,2,2025-08-01
B814,MONTENEGRO,RS,S,-29.75861111,-51.4361111,15.0,2025,2026,2,2025-08-01
B815,TAQUARI,RS,S,-29.79166666,-51.82749999,53.0,2026,2026,1,2025-08-14
B816,SANTA MARIA DO HERVAL,RS,S,-29.47916666,-51.01333333,650.0,2025,2026,2,2025-08-21
B817,CAXIAS DO SUL - CRIUVA,RS,S,-28.87416666,-50.97555554,857.0,2025,2026,2,2025-08-01
B818,CAXIAS DO SUL - AEROPORTO,RS,S,-29.1961111,-51.18638888,756.0,2025,2026,2,2025-08-14
B819,ROLANTE,RS,S,-29.65583333,-50.61805554,69.0,2025,2026,2,2025-08-18
B820,SAO FRANCISCO DE PAULA,RS,S,-29.44222221,-50.56027777,886.0,2025,2026,2,2025-08-18
B821,SANTANA DA BOA VISTA,RS,S,-30.85861111,-53.15555555,138.0,2025,2026,2,2025-09-17
B822,CACHOEIRA DO SUL,RS,S,-30.01833332,-52.93888888,73.0,2025,2026,2,2025-09-17
B823,PINHEIRO MACHADO,RS,S,-31.57472221,-53.38833333,419.0,2025,2026,2,2025-09-17
B824,VIAMAO,RS,S,-30.11527777,-50.92916666,65.0,2026,2026,1,2026-03-17
B825,PORTO ALEGRE - BELEM NOVO,RS,S,-30.1861111,-51.17833332,3.3,2025,2026,2,2025-05-01
B826,HERVAL,RS,S,-32.01277777,-53.40305555,331.0,2025,2026,2,2025-09-17
B827,BAGE - CENTRO,RS,S,-31.30555555,-54.01333333,226.2,2025,2026,2,2025-08-01
B828,ACEGUA,RS,S,-31.87472221,-54.11972221,271.0,2025,2026,2,2025-09-17
B829,SANTA VITORIA DO PALMAR (RESERVA DO TAIM),RS,S,-32.83583333,-52.6436111,2.0,2025,2026,2,2025-09-17
B830,SANTA VITORIA DO PALMAR (CENTRO),RS,S,-33.53166666,-53.35027777,29.0,2025,2026,2,2025-09-18
B831,SAO LOURENCO DO SUL,RS,S,-31.34055555,-52.01083333,3.0,2026,2026,1,2025-09-17
B832,CAPAO DA CANOA,RS,S,-29.68527777,-49.99305555,0.0,2025,2026,2,2025-10-13
B833,CRUZ ALTA ( CENTRO),RS,S,-28.62583332,-53.61361111,475.0,2026,2026,1,2025-10-13
B834,GARRUCHOS,RS,S,-28.19694444,-55.62972221,0.0,2026,2026,1,2025-10-13
B835,JOIA,RS,S,-28.65027777,-54.11277777,0.0,2026,2026,1,2025-10-13
B836,PALMARES DO SUL,RS,S,-30.24916666,-50.50916666,4.0,2025,2026,2,2025-10-13
B837,PORTO XAVIER,RS,S,-27.90277777,-55.16722221,0.0,2026,2026,1,2025-10-13
B838,SALTO DO JACUI,RS,S,-29.09638888,-53.2125,322.0,2026,2026,1,2025-10-13
B839,SANTO ANTONIO DA PATRULHA,RS,S,-29.81611111,-50.53333333,47.0,2025,2026,2,2025-10-13
B840,SOBRADINHO,RS,S,-29.39833333,-53.01361111,379.0,2026,2026,1,2025-10-31
B841,TORRES-AEROPORTO,RS,S,-29.41361111,-49.80361111,0.0,2025,2026,2,2025-10-13
B842,CARAZINHO,RS,S,-28.32333332,-52.81444444,581.0,2026,2026,1,2025-12-01
B843,AJURICABA,RS,S,-28.22083332,-53.6736111,416.0,2026,2026,1,2025-12-02
B844,SANTO ANGELO,RS,S,-28.27805554,-54.27388888,270.0,2026,2026,1,2026-02-25
B845,ESPERANCA DO SUL,RS,S,-27.37416666,-53.96916666,409.0,2026,2026,1,2025-12-12
B846,NONOAI,RS,S,-27.35861111,-52.77805554,546.0,2026,2026,1,2025-12-17
B847,ALEGRETE (MARONNA),RS,S,-29.82138888,-55.88722221,120.0,2026,2026,1,2026-02-04
B848,BARRA DO QUARAI,RS,S,-30.11166666,-57.3361111,91.0,2026,2026,1,2026-01-27
B849,ITACURUBI,RS,S,-28.69916666,-55.38055554,148.0,2026,2026,1,2026-01-21
B850,ITAQUI,RS,S,-29.15555555,-56.55555555,71.0,2026,2026,1,2026-01-28
B851,MACAMBARA,RS,S,-29.15527777,-56.1786111,95.0,2026,2026,1,2026-04-29
B852,DILERMANDO DE AGUIAR,RS,S,-29.72555554,-54.18805555,143.0,2026,2026,1,2026-02-04
B853,LAVRAS DO SUL,RS,S,-30.7886111,-53.89416666,390.0,2026,2026,1,2026-04-30
B854,FAXINAL DO SOTURNO,RS,S,-29.58749999,-53.42749999,70.0,2026,2026,1,2026-03-11
B855,Rosario do Sul,RS,S,-30.25972222,-54.90222222,115.0,2026,2026,1,2026-03-31
B856,BOM JESUS (INMET),RS,S,-28.66944443,-50.44194444,1054.0,2026,2026,1,2026-03-03
B857,BOM JESUS - SANTO INACIO,RS,S,-28.51388888,-50.16777777,1132.0,2026,2026,1,2026-03-03
B858,CASCA,RS,S,-28.56361111,-51.96916666,602.0,2026,2026,1,2026-02-24
B859,MUCUM,RS,S,-29.15361111,-51.86527777,197.0,2026,2026,1,2026-02-24
B860,RELVADO,RS,S,-29.10444444,-52.05277777,301.0,2026,2026,1,2026-02-24
B861,SAO JOSE DO OURO,RS,S,-27.77249999,-51.58666666,803.0,2026,2026,1,2026-02-26
B862,MOSTARDAS - BACUPARI,RS,S,-30.50611111,-50.41999999,20.0,2026,2026,1,2026-03-09
A806,FLORIANOPOLIS,SC,S,-27.6025,-48.61999999,4.87,2014,2026,13,2003-01-22
A814,URUSSANGA,SC,S,-28.53249999,-49.31527777,40.56,2014,2026,13,2008-05-29
A815,SAO JOAQUIM,SC,S,-28.27555554,-49.93472221,1400.06,2014,2026,13,2008-04-12
A816,NOVO HORIZONTE,SC,S,-26.40638888,-52.85027777,943.57,2014,2026,13,2008-09-20
A817,INDAIAL,SC,S,-26.91361111,-49.26805554,72.24,2014,2026,13,2006-07-02
A841,JOACABA,SC,S,-27.16916666,-51.55888888,767.63,2014,2026,13,2007-09-20
A845,BOM JARDIM DA SERRA - MORRO DA IGREJA,SC,S,-28.12694443,-49.47972221,1790.38,2014,2026,13,2007-06-17
A848,DIONISIO CERQUEIRA,SC,S,-26.286562,-53.633114,807.54,2014,2026,13,2008-05-31
A851,ITAPOA,SC,S,-26.08138888,-48.64166666,6.18,2014,2026,13,2007-06-06
A857,SAO MIGUEL DO OESTE,SC,S,-26.78638888,-53.51416666,647.0,2014,2026,13,2008-03-12
A858,XANXERE,SC,S,-26.9386111,-52.39805555,878.74,2014,2026,13,2008-03-15
A859,CACADOR,SC,S,-26.81916666,-50.98555555,944.26,2014,2026,13,2008-03-19
A860,CURITIBANOS,SC,S,-27.2886111,-50.60416666,978.1,2014,2026,13,2008-02-28
A861,RIO DO CAMPO,SC,S,-26.93749999,-50.14555555,591.67,2014,2026,13,2008-03-10
A862,RIO NEGRINHO,SC,S,-26.2486111,-49.57416666,856.0,2014,2026,13,2008-03-22
A863,ITUPORANGA,SC,S,-27.41833332,-49.64694444,479.79,2014,2026,13,2008-03-04
A864,MAJOR VIEIRA,SC,S,-26.3936111,-50.36333333,799.58,2014,2026,13,2009-02-09
A865,LAGES,SC,S,-27.80222222,-50.33555555,952.7,2014,2026,13,2014-11-06
A866,Laguna  - Farol de Santa Marta,SC,S,-28.60444444,-48.81333333,34.36,2014,2026,13,2008-06-01
A867,ARARANGUA,SC,S,-28.931353,-49.49792,2.0,2014,2026,13,2008-09-28
A868,ITAJAI,SC,S,-26.95083333,-48.76194444,9.76,2014,2026,13,2010-06-24
A870,RANCHO QUEIMADO,SC,S,-27.6786111,-49.04194444,881.0,2016,2026,11,2016-05-31
A895,CHAPECO,SC,S,-27.08527777,-52.63583333,679.0,2019,2026,8,2019-02-19
A898,CAMPOS NOVOS,SC,S,-27.3886111,-51.21583333,963.0,2019,2026,8,2019-02-15
A409,ARACAJU,SE,NE,-10.9525,-37.05444444,3.72,2014,2026,13,2003-02-12
A417,ITABAIANINHA,SE,NE,-11.27249999,-37.79499999,204.8,2014,2026,13,2007-05-23
A419,POCO VERDE,SE,NE,-10.73805555,-38.10833333,367.01,2014,2026,13,2008-04-03
A420,CARIRA,SE,NE,-10.39972221,-37.74749999,289.92,2014,2022,9,2008-03-28
A421,BREJO GRANDE,SE,NE,-10.47388888,-36.48194443,6.11,2014,2026,13,2008-07-17
A451,ITABAIANA,SE,NE,-10.67166666,-37.47138888,213.0,2017,2026,10,2017-04-24
A453,NOSSA SENHORA DA GLORIA,SE,NE,-10.20777777,-37.43194443,271.0,2017,2026,10,2017-03-24
A701,SAO PAULO - MIRANTE,SP,SE,-23.4962888,-46.6200666,785.64,2014,2026,13,2006-07-25
A705,BAURU,SP,SE,-22.35805555,-49.02888888,636.17,2014,2026,13,2001-08-30
A706,CAMPOS DO JORDAO,SP,SE,-22.75027777,-45.60388888,1662.95,2014,2026,13,2002-03-13
A707,PRESIDENTE PRUDENTE,SP,SE,-22.11999999,-51.40861111,431.92,2014,2026,13,2003-02-04
A708,FRANCA,SP,SE,-20.58444444,-47.38249999,1002.74,2014,2026,13,2002-12-12
A711,SAO CARLOS,SP,SE,-21.98027777,-47.88388888,859.29,2014,2026,13,2006-09-04
A712,IGUAPE,SP,SE,-24.67166666,-47.54583333,2.7,2014,2026,13,2006-07-20
A713,IPERO,SP,SE,-23.4261111,-47.58555555,609.33,2014,2026,13,2006-08-22
A714,ITAPEVA,SP,SE,-23.98194443,-48.88583333,743.33,2014,2026,13,2006-07-25
A715,SAO MIGUEL ARCANJO,SP,SE,-23.89083333,-47.99916666,710.0,2014,2026,13,2006-08-15
A716,OURINHOS,SP,SE,-23.00055555,-49.84333333,500.0,2014,2026,12,2006-08-29
A718,RANCHARIA,SP,SE,-22.37277777,-50.97472221,398.75,2014,2026,13,2006-09-01
A725,AVARE,SP,SE,-23.10166666,-48.9411111,776.36,2014,2026,13,2006-09-22
A726,PIRACICABA,SP,SE,-22.70305555,-47.62333332,566.46,2014,2026,13,2006-09-26
A727,LINS,SP,SE,-21.66611111,-49.73472221,460.65,2014,2026,13,2006-09-20
A728,TAUBATE,SP,SE,-23.04166666,-45.52083332,582.26,2014,2026,13,2006-12-20
A729,VOTUPORANGA,SP,SE,-20.40333333,-49.96611111,510.37,2014,2021,8,2006-12-04
A733,JALES,SP,SE,-20.165,-50.59499999,460.44,2014,2026,13,2007-08-22
A734,VALPARAISO,SP,SE,-21.31916666,-50.93027777,381.9,2014,2026,13,2007-08-30
A735,JOSE BONIFACIO,SP,SE,-21.08555555,-49.92027777,408.35,2014,2026,13,2007-09-03
A736,ARIRANHA,SP,SE,-21.13305554,-48.84055555,525.44,2014,2026,13,2007-11-13
A737,IBITINGA,SP,SE,-21.85555555,-48.79972221,496.75,2014,2026,13,2007-11-09
A738,CASA BRANCA,SP,SE,-21.78055554,-47.07527777,734.15,2014,2026,13,2007-06-25
A739,ITAPIRA,SP,SE,-22.415,-46.80527777,634.89,2014,2026,13,2007-11-05
A740,SAO LUIZ DO PARAITINGA,SP,SE,-23.22833332,-45.41694443,874.0,2014,2026,13,2007-11-01
A741,BARRA BONITA,SP,SE,-22.4711111,-48.5575,533.68,2014,2026,13,2008-04-24
A744,BRAGANCA PAULISTA,SP,SE,-22.94916666,-46.5261111,891.0,2017,2026,10,2017-12-20
A746,BARRA DO TURVO,SP,SE,-24.96277777,-48.41638888,659.89,2014,2026,13,2008-07-03
A747,PRADOPOLIS,SP,SE,-21.33833333,-48.11388888,544.0,2014,2026,13,2008-04-22
A748,BARRETOS,SP,SE,-20.55916666,-48.54499999,534.36,2014,2026,13,2010-06-19
A753,ITUVERAVA,SP,SE,-20.35972222,-47.77527777,610.58,2014,2026,13,2008-07-17
A755,BARUERI,SP,SE,-23.52388888,-46.86944443,776.5,2014,2026,13,2011-03-29
A762,DRACENA,SP,SE,-21.45777777,-51.55222222,383.0,2016,2026,11,2016-11-03
A763,MARILIA,SP,SE,-22.23527777,-49.965,660.0,2017,2026,10,2017-05-15
A764,BEBEDOURO,SP,SE,-20.94805555,-48.47138888,542.0,2016,2026,10,2016-10-27
A765,BERTIOGA,SP,SE,-23.84472221,-46.14333333,5.0,2017,2026,10,2017-02-01
A766,REGISTRO,SP,SE,-24.53305554,-47.86416666,35.0,2017,2026,10,2017-02-09
A767,SAO SEBASTIAO,SP,SE,-23.81083333,-45.4025,24.0,2017,2021,5,2017-10-25
A768,TUPA,SP,SE,-21.92722221,-50.49027777,498.0,2017,2026,10,2017-05-12
A769,CACHOEIRA PAULISTA,SP,SE,-22.68888888,-45.00555555,586.0,2017,2026,10,2017-10-20
A770,SAO SIMAO,SP,SE,-21.46111111,-47.57944443,620.0,2019,2026,8,2019-07-03
A771,SAO PAULO - INTERLAGOS,SP,SE,-23.72444443,-46.67749999,771.0,2018,2026,9,2018-03-14
C891,CRIOSFERA,SP,SE,-84.0,-79.49416666,1285.0,2020,2020,1,2012-01-09
A009,PALMAS,TO,N,-10.14777777,-48.31444444,267.0,2014,2026,13,2004-12-17
A010,PARANA,TO,N,-12.615,-47.87194443,284.96,2014,2026,13,2005-03-04
A018,PEIXE,TO,N,-12.01527777,-48.54444444,250.87,2014,2026,13,2006-12-01
A019,GURUPI,TO,N,-11.74499999,-49.05166666,274.0,2014,2026,13,2006-12-20
A020,PEDRO AFONSO,TO,N,-8.9686111,-48.17722221,189.71,2014,2026,13,2007-01-23
A021,ARAGUAINA,TO,N,-7.10388888,-48.20111111,230.76,2014,2026,13,2007-01-26
A038,DIANOPOLIS,TO,N,-11.59444444,-46.84722221,727.87,2014,2026,13,2008-08-30
A039,FORMOSO DO ARAGUAIA,TO,N,-11.88749999,-49.60833333,215.2,2014,2026,13,2008-04-27
A040,MATEIROS,TO,N,-10.43444444,-45.92194443,791.0,2014,2026,13,2012-10-25
A041,MARIANOPOLIS DO TO,TO,N,-9.57638888,-49.72333332,186.69,2014,2026,13,2012-11-24
A043,CAMPOS LINDOS,TO,N,-8.15472222,-46.63944444,426.56,2014,2026,13,2012-10-29
A044,ARAGUATINS,TO,N,-5.6436111,-48.11194444,130.71,2014,2026,13,2009-03-12
A048,SANTA FE DO ARAGUAIA,TO,N,-7.12416666,-48.78138888,171.0,2016,2026,11,2016-07-30
A049,COLINAS DO TOCANTINS,TO,N,-8.09277777,-48.4786111,200.0,2016,2026,11,2016-11-11
A050,RIO SONO,TO,N,-9.79333333,-47.13277777,291.0,2016,2026,11,2016-08-03
A051,PIUM,TO,N,-10.47694443,-49.62944443,161.0,2016,2026,11,2016-04-06
A052,SANTA ROSA DO TOCANTINS,TO,N,-11.42888888,-48.18499999,306.0,2015,2026,12,2015-08-14
A053,ALMAS,TO,N,-11.28416666,-47.21222222,503.0,2016,2026,11,2016-04-01
A054,ARAGUACU,TO,N,-12.59222221,-49.5286111,231.0,2015,2026,12,2015-08-19
A055,LAGOA DA CONFUSAO,TO,N,-10.828286,-49.847882,178.0,2016,2026,11,2016-11-15
