codigo_estacao,nome,sigla_uf,regiao_inmet,lat,lon,altitude,ano_primeiro,ano_ultimo,n_anos,data_fundacao
A761,SONORA,MS,CO,-17.63527777,-54.76055555,495.25,2014,2026,13,2012-11-30
A772,AMAMBAI - NOVO HORIZONTE,MS,CO,-23.1211111,-54.86555555,,2026,2026,1,2026-02-18
S701,ANGELICA,MS,CO,-22.148083,-53.763736,347.0,2018,2021,4,2018-04-09
S702,ARAL MOREIRA,MS,CO,-22.955,-55.6261111,605.0,2018,2021,4,2018-04-13
S703,BANDEIRANTES,MS,CO,-19.94555555,-54.3686111,624.0,2018,2021,4,2018-01-29
S704,BONITO,MS,CO,-21.24666666,-56.45055555,329.0,2018,2021,4,2018-08-06
S705,BRASILANDIA,MS,CO,-21.29833333,-52.06888888,345.0,2018,2021,4,2018-04-06
S706,CAARAPO,MS,CO,-22.657056,-54.819306,456.0,2018,2021,4,2018-03-03
S707,CAMAPUA,MS,CO,-19.58749999,-54.02999999,540.0,2018,2021,4,2018-02-19
S708,FATIMA DO SUL,MS,CO,-22.30861111,-54.32583332,340.0,2018,2021,4,2018-02-28
S709,IGUATEMI,MS,CO,-23.64444444,-54.57027777,319.0,2018,2021,4,2018-02-19
S710,ITAPORA,MS,CO,-22.092833,-54.798833,360.0,2018,2021,4,2018-02-26
S711,LAGUNA CARAPA,MS,CO,-22.575389,-55.160333,499.0,2018,2021,4,2018-04-12
S712,NOVA ALVORADA DO SUL,MS,CO,-21.450972,-54.341972,5.0,2018,2021,4,2018-02-23
S713,NOVA ANDRADINA,MS,CO,-22.0786111,-53.46583333,372.0,2018,2021,4,2018-04-09
S714,PEDRO GOMES,MS,CO,-18.07277777,-54.54888888,251.0,2018,2021,4,2018-02-02
S715,RIBAS DO RIO PARDO,MS,CO,-20.466694,-53.763028,442.0,2018,2021,4,2018-01-18
S716,SANTA RITA DO PARDO,MS,CO,-21.305889,-52.820375,383.0,2018,2021,4,2018-02-19
S717,SELVIRIA,MS,CO,-20.35138888,-51.43027777,374.0,2018,2021,4,2018-04-05
A901,CUIABA,MT,CO,-15.60694444,-56.06083333,184.0,2014,2026,13,2002-12-08
A902,TANGARA DA SERRA,MT,CO,-14.65,-57.43166666,440.01,2014,2026,13,2002-12-11
A903,S.J. DO RIO CLARO,MT,CO,-13.45388888,-56.67722221,339.59,2014,2026,13,2003-02-25
A904,SORRISO,MT,CO,-12.555,-55.72277777,379.31,2014,2026,13,2002-12-16
A905,CAMPO NOVO DOS PARECIS,MT,CO,-13.78583333,-57.8386111,525.41,2014,2026,13,2002-12-13
A906,GUARANTA DO NORTE,MT,CO,-9.9525,-54.89777777,283.58,2014,2026,13,2002-12-20
A907,RONDONOPOLIS,MT,CO,-16.4625,-54.58027777,289.88,2014,2026,13,2003-11-17
A908,AGUA BOA,MT,CO,-14.01638888,-52.21166666,440.0,2014,2026,13,2006-12-16
A909,ALTO ARAGUAIA,MT,CO,-17.33944444,-53.22444443,753.28,2014,2026,13,2011-09-22
A910,APIACAS,MT,CO,-9.56333333,-57.3936111,217.75,2014,2026,13,2006-10-24
A911,SAPEZAL,MT,CO,-13.30388888,-58.76333333,105.0,2017,2026,10,2017-10-20
A912,CAMPO VERDE,MT,CO,-15.55888888,-55.17944443,747.0,2014,2026,13,2006-11-21
A913,COMODORO,MT,CO,-13.70805555,-59.7625,576.87,2014,2025,12,2006-11-28
A914,JUARA,MT,CO,-11.28027777,-57.52666666,263.43,2014,2026,13,2006-11-02
A915,PARANATINGA,MT,CO,-14.42138888,-54.0361111,476.91,2014,2025,12,2006-12-19
A916,QUERENCIA,MT,CO,-12.60305555,-52.1625,355.0,2014,2026,11,2007-07-18
A917,SINOP,MT,CO,-11.98222221,-55.56611111,366.57,2014,2026,13,2006-10-29
A919,COTRIGUACU,MT,CO,-9.90638888,-58.57222221,265.0,2014,2026,13,2007-05-28
A920,JUINA,MT,CO,-11.37499999,-58.77472221,365.39,2014,2026,13,2006-11-24
A921,SAO FELIX  DO ARAGUAIA,MT,CO,-11.61888888,-50.72777777,201.37,2014,2024,11,2007-10-19
A922,VILA BELA DA SANTISSIMA TRINDADE,MT,CO,-15.06277777,-59.87305554,213.0,2014,2026,13,2006-12-01
A923,PRIMAVERA DO LESTE,MT,CO,-15.57999999,-54.3811111,680.0,2017,2026,10,2017-10-26
A924,ALTA FLORESTA,MT,CO,-10.07722221,-56.17916666,291.85,2014,2026,13,2007-05-23
A926,CARLINDA,MT,CO,-9.97055554,-55.82749999,293.71,2014,2026,13,2008-04-09
A927,BRASNORTE (NOVO MUNDO),MT,CO,-12.52194443,-58.23138888,426.2,2014,2026,13,2008-02-29
A928,NOVA MARINGA,MT,CO,-13.0386111,-57.09222221,334.36,2014,2026,13,2008-04-16
A929,NOVA UBIRATA,MT,CO,-13.68666666,-54.95611111,466.48,2014,2026,13,2008-04-13
A930,GAUCHA DO NORTE,MT,CO,-13.18472221,-53.2575,375.87,2014,2026,13,2008-06-04
A931,SANTO ANTONIO DO LESTE,MT,CO,-14.92499999,-53.88444444,662.0,2014,2026,13,2008-05-30
A932,GUIRATINGA,MT,CO,-16.34166666,-53.76611111,525.43,2014,2026,13,2008-01-24
A933,ITIQUIRA,MT,CO,-17.17499999,-54.50166666,593.12,2014,2026,13,2008-08-14
A934,ALTO TAQUARI,MT,CO,-17.8411111,-53.28944444,862.42,2014,2026,13,2008-01-29
A935,PORTO ESTRELA,MT,CO,-15.32472221,-57.22583332,147.75,2014,2026,13,2008-05-30
A936,SALTO DO CEU,MT,CO,-15.12472221,-58.12722221,300.83,2014,2026,13,2008-01-24
A937,PONTES E LACERDA,MT,CO,-15.32527777,-59.2336111,272.53,2014,2026,13,2008-01-30
A941,CACERES,MT,CO,-16.07472221,-57.69305555,123.53,2014,2020,7,2012-03-30
A942,SAO JOSE DO XINGU,MT,CO,-10.48416666,-52.37249999,300.0,2019,2026,8,2019-02-19
A943,SERRA NOVA DOURADA,MT,CO,-11.98777777,-51.4261111,441.0,2019,2026,8,2019-03-29
A944,ROSARIO OESTE,MT,CO,-14.82888888,-56.44194444,195.0,2019,2026,8,2019-05-30
A945,BARRA DO GARCAS,MT,CO,-15.88472221,-52.22722221,304.0,2025,2026,2,2025-11-26
A946,MARCELANDIA,MT,CO,-11.08499999,-54.51388888,291.0,2026,2026,1,2025-12-14
A947,NOVO SANTO ANTONIO,MT,CO,-12.28805555,-50.97138888,205.0,2025,2026,2,2025-11-28
A948,SANTA RITA DO TRIVELATO,MT,CO,-13.81805554,-55.26777777,510.0,2026,2026,1,2025-12-09
A949,DIAMANTINO,MT,CO,-14.37777777,-56.37972221,317.0,2025,2026,2,2025-11-27
A950,ITANHANGA,MT,CO,-12.23416666,-56.60222222,350.0,2025,2026,2,2025-12-01
A951,FELIZ NATAL,MT,CO,-12.39694444,-54.92999999,373.0,2026,2026,1,2025-12-12
A952,TABAPORA,MT,CO,-11.05055555,-56.83583333,337.0,2026,2026,1,2025-12-04
A953,NOVA CANAA DO NORTE,MT,CO,-10.62444443,-55.72416666,270.0,2026,2026,1,2025-12-16
A954,COCALINHO,MT,CO,-14.38555555,-51.00972222,252.0,2025,2026,2,2025-12-03
A955,LUCAS DO RIO VERDE,MT,CO,-13.07499999,-55.91138888,393.0,2025,2026,2,2025-12-03
A956,NOVA XAVANTINA,MT,CO,-14.69777777,-52.35027777,306.0,2026,2026,1,2025-12-03
A957,CANARANA,MT,CO,-13.47055554,-52.30444444,430.0,2026,2026,1,2026-02-09
A958,CHAPADA DOS GUIMARAES,MT,CO,-15.46055555,-55.74972221,800.0,2026,2026,1,2026-02-06
A959,NOVA UBIRATA - SEDE,MT,CO,-13.03249999,-55.24194444,440.0,2026,2026,1,2026-03-05
A960,PORTO ESPERIDIAO,MT,CO,-15.86083333,-58.47222221,159.0,2026,2026,1,2026-02-07
A961,MIRASSOL D'OESTE,MT,CO,-15.64027777,-58.07888888,263.0,2026,2026,1,2026-02-05
A962,CAMPOS DE JULIO,MT,CO,-13.72722221,-59.2625,620.0,2026,2026,1,2026-02-15
A963,COMODORO NORTE,MT,CO,-13.63555555,-59.78499999,624.0,2026,2026,1,2026-02-17
A964,ARIPUANA,MT,CO,-10.18249999,-59.45972222,230.0,2026,2026,1,2026-02-23
A965,COLNIZA,MT,CO,-9.45222222,-59.23527777,140.0,2026,2026,1,2026-02-22
A966,POCONE,MT,CO,-17.33666666,-56.76999999,100.0,2026,2026,1,2026-04-24
A967,BARRA DO BUGRES,MT,CO,-15.07583332,-57.19472221,186.0,2026,2026,1,2026-02-03
A968,CONFRESA,MT,CO,-10.65416666,-51.55222222,240.0,2026,2026,1,2026-03-11
A969,SANTO ANTONIO DO LEVERGER,MT,CO,-15.85472222,-56.07083332,190.0,2026,2026,1,2026-03-19
A970,ESPIGAO DO LESTE,MT,CO,-11.42666666,-52.18583333,380.0,2026,2026,1,2026-03-13
A201,BELEM,PA,N,-1.41111111,-48.43944444,21.17,2014,2026,13,2003-01-20
A202,CASTANHAL,PA,N,-1.30083333,-47.94805555,47.13,2014,2026,13,2003-01-24
A209,MEDICILANDIA,PA,N,-3.51083333,-52.96333333,251.68,2014,2026,13,2008-02-17
A210,PACAJA,PA,N,-3.8436111,-50.63805555,89.02,2014,2026,13,2008-02-27
A211,PLACAS,PA,N,-3.86416666,-54.21638888,100.45,2014,2026,13,2008-02-14
A212,PARAGOMINAS,PA,N,-2.90055555,-47.49499999,88.0,2014,2026,13,2007-10-18
A213,TOME ACU,PA,N,-2.59249999,-48.36055555,42.95,2014,2026,13,2007-10-14
A214,RONDON DO PARA,PA,N,-4.82749999,-48.1736111,203.0,2014,2026,13,2008-04-17
A215,SALINOPOLIS,PA,N,-0.61888888,-47.35666666,23.18,2014,2026,13,2008-06-14
A216,SAO FELIX DO XINGU,PA,N,-6.63972221,-51.95694444,211.0,2016,2026,11,2016-11-15
A226,BRAGANCA,PA,N,-1.05583333,-46.78277777,5.6,2014,2026,13,2008-03-11
A227,SOURE,PA,N,-0.72777777,-48.51583333,12.54,2014,2026,13,2008-04-27
A228,BREVES,PA,N,-1.68027777,-50.47805554,11.0,2017,2026,10,2017-10-20
A229,TUCURUI,PA,N,-3.82277777,-49.67499999,137.94,2014,2026,13,2008-03-01
A230,SERRA DOS CARAJAS,PA,N,-6.07749999,-50.14222221,707.0,2014,2026,13,2008-09-03
A231,ITAITUBA,PA,N,-4.27694443,-55.99305555,24.46,2014,2026,13,2008-02-17
A232,OBIDOS,PA,N,-1.88083332,-55.51972221,89.64,2014,2026,13,2012-07-05
A233,SANTANA DO ARAGUAIA,PA,N,-9.34055555,-50.35027777,154.0,2014,2026,13,2008-05-30
A234,TUCUMA,PA,N,-6.74333333,-51.14194444,320.93,2014,2026,13,2008-07-18
A235,NOVO REPARTIMENTO,PA,N,-4.24388888,-49.93944444,100.76,2014,2026,13,2008-07-23
A236,CAMETA,PA,N,-2.23972221,-49.49972221,9.92,2014,2026,13,2008-06-20
A239,MONTE ALEGRE,PA,N,-2.0,-54.07638888,100.53,2014,2026,13,2012-07-06
A240,MARABA,PA,N,-5.36638888,-49.05111111,116.58,2014,2026,13,2009-06-25
A241,CONCEICAO DO ARAGUAIA,PA,N,-8.30361111,-49.28277777,175.74,2014,2026,13,2008-09-04
A245,PORTO DE MOZ,PA,N,-1.82194443,-52.11166666,19.0,2022,2026,5,2022-04-07
A246,MINA DO PALITO,PA,N,-6.31999999,-55.78777777,259.88,2014,2026,13,2010-09-28
A247,XINGUARA,PA,N,-7.11055555,-49.9261111,245.0,2016,2026,11,2016-09-11
A248,CAPITAO POCO,PA,N,-1.73472221,-47.0575,79.1,2014,2026,13,2011-04-18
A250,SANTAREM,PA,N,-2.5025,-54.72027777,137.0,2015,2026,12,2015-09-02
A252,DOM ELISEU,PA,N,-4.28055554,-47.56388888,251.0,2018,2026,9,2018-03-08
A253,ALTAMIRA,PA,N,-3.26999999,-52.39472221,191.0,2018,2026,9,2018-10-25
A254,REDENCAO,PA,N,-8.04333333,-50.00694444,199.0,2019,2026,8,2019-07-11
A256,SANTA MARIA DAS BARREIRAS,PA,N,-8.72972221,-49.85638888,165.0,2021,2026,6,2020-12-18
S107,DOM ELISEU,PA,N,-4.28999999,-47.55,,2016,2018,3,2016-12-01
S111,ULIANOPOLIS,PA,N,-3.8,-47.51,,2016,2018,3,2016-12-01
S120,DTCEA JACAREACANGA,PA,N,-6.23722221,-57.77499999,,2016,2018,3,2016-12-01
A310,AREIA,PB,NE,-6.97555554,-35.71805554,573.45,2014,2026,13,2004-11-16
A313,CAMPINA GRANDE,PB,NE,-7.22555554,-35.90472222,546.17,2014,2026,13,2006-12-22
A320,JOAO PESSOA,PB,NE,-7.1436111,-34.84972221,43.0,2014,2026,13,2007-07-21
A321,PATOS,PB,NE,-7.07972221,-37.27277777,263.66,2014,2026,13,2007-07-21
A333,SAO GONCALO,PB,NE,-6.83583333,-38.31166666,237.04,2014,2026,13,2007-11-06
A334,MONTEIRO,PB,NE,-7.88277777,-37.12749999,606.39,2014,2026,13,2007-08-22
A348,CABACEIRAS,PB,NE,-7.48333333,-36.28638888,391.96,2014,2026,13,2008-02-28
A352,CAMARATUBA,PB,NE,-6.56194444,-35.13527777,135.51,2014,2026,13,2008-05-04
A373,ITAPORANGA,PB,NE,-7.31833332,-38.14083333,292.0,2017,2026,10,2017-11-03
A301,RECIFE,PE,NE,-8.01888888,-34.94416666,10.0,2014,2026,11,2004-12-22
A307,PETROLINA,PE,NE,-9.38833333,-40.52333332,372.72,2014,2025,12,2003-02-21
A309,ARCO VERDE,PE,NE,-8.4336111,-37.05555555,683.95,2014,2026,13,2004-11-20
A322,GARANHUNS,PE,NE,-8.91083333,-36.49333333,827.78,2014,2026,13,2007-07-08
A328,SURUBIM,PE,NE,-7.84249999,-35.79027777,421.44,2014,2026,13,2008-03-09
A329,CABROBO,PE,NE,-8.50388888,-39.31527777,342.74,2014,2026,13,2007-09-04
A341,CARUARU,PE,NE,-8.35611111,-36.02833332,837.0,2014,2026,13,2007-11-21
A349,IBIMIRIM,PE,NE,-8.50944444,-37.71166666,434.23,2014,2026,13,2008-10-14
A350,SERRA TALHADA,PE,NE,-7.95416666,-38.29499999,499.02,2014,2026,13,2008-07-09
A351,FLORESTA,PE,NE,-8.59888888,-38.58416666,327.42,2014,2026,13,2008-09-15
A357,PALMARES,PE,NE,-8.66666666,-35.56805554,164.01,2014,2026,13,2008-09-04
A366,OURICURI,PE,NE,-7.88583333,-40.10277777,457.85,2014,2026,13,2010-08-11
A370,SALGUEIRO,PE,NE,-8.05805555,-39.0961111,447.0,2017,2026,10,2017-09-15
A389,ITAPISSUMA,PE,NE,-7.7761111,-34.89944444,7.0,2026,2026,1,2026-07-30
A308,PARNAIBA,PI,NE,-3.08666666,-41.78305554,52.11,2014,2026,13,2003-02-06
A311,FLORIANO,PI,NE,-6.76138888,-43.00333333,126.39,2014,2026,13,2004-11-18
A312,TERESINA,PI,NE,-5.03472221,-42.80138888,75.23,2014,2026,13,2004-11-24
A326,BOM JESUS DO PIAUI,PI,NE,-9.07999999,-44.32777777,288.0,2014,2026,13,2007-07-17
A330,PAULISTANA,PI,NE,-8.13222221,-41.14305555,376.0,2014,2026,13,2007-08-31
A331,SAO JOAO DO PIAUI,PI,NE,-8.36444444,-42.2525,231.0,2014,2026,13,2007-08-26
A335,PIRIPIRI,PI,NE,-4.2761111,-41.79444444,157.89,2014,2026,13,2007-08-31
A336,ALVORADA DO GURGUEIA,PI,NE,-8.37638888,-43.85944444,225.0,2014,2026,13,2007-11-17
A337,CARACOL,PI,NE,-9.28583333,-43.32444443,515.3,2014,2026,13,2007-11-10
A338,ESPERANTINA,PI,NE,-3.90083333,-42.23694444,65.0,2014,2017,4,2007-12-03
A343,PICOS,PI,NE,-7.0711111,-41.40416666,232.91,2014,2026,13,2008-12-12
A345,SAO RAIMUNDO NONATO,PI,NE,-9.03305554,-42.70111111,385.0,2014,2026,13,2008-02-27
A346,URUCUI,PI,NE,-7.44138888,-44.34499999,398.83,2014,2026,13,2008-03-06
A354,OEIRAS,PI,NE,-6.97416666,-42.14694444,154.03,2014,2026,13,2008-07-22
A361,CASTELO DO PIAUI,PI,NE,-5.34916666,-41.51222222,268.75,2014,2026,13,2009-04-20
A362,SAO PEDRO DO PIAUI,PI,NE,-5.91111111,-42.7186111,287.0,2014,2018,5,2009-05-20
A363,VALENCA DO PIAUI,PI,NE,-6.4236111,-41.74888888,372.0,2014,2026,13,2009-04-18
A364,GILBUES,PI,NE,-9.87527777,-45.34583333,425.1,2014,2026,13,2009-05-16
A365,CANTO DO BURITI,PI,NE,-8.11805554,-42.97583332,312.07,2014,2026,13,2010-06-12
A374,CORRENTE,PI,NE,-10.42916666,-45.17305554,452.0,2018,2026,9,2018-03-28
A375,BAIXA GRANDE DO RIBEIRO,PI,NE,-8.333531,-45.094625,519.0,2018,2026,9,2018-03-23
A376,CAMPO MAIOR,PI,NE,-4.86416666,-42.14555555,125.0,2018,2026,9,2018-11-23
A377,ANGICAL DO PIAUI,PI,NE,-6.08944444,-42.72749999,183.0,2019,2026,8,2019-11-14
A807,CURITIBA,PR,S,-25.4486111,-49.23055554,922.91,2014,2026,13,2003-01-28
A818,IVAI,PR,S,-25.01083333,-50.85388888,803.58,2014,2026,13,2006-07-11
A819,CASTRO,PR,S,-24.77999999,-50.04638888,1016.0,2014,2026,12,2006-07-09
A820,MAL. CANDIDO RONDON,PR,S,-24.53333333,-54.01916666,392.07,2014,2026,13,2006-11-18
A821,JOAQUIM TAVORA,PR,S,-23.50527777,-49.94638888,512.67,2014,2026,13,2006-11-23
A822,NOVA TEBAS,PR,S,-24.43388888,-51.95388888,660.0,2014,2026,12,2006-12-21
A823,INACIO MARTINS,PR,S,-25.56777777,-51.07805554,1208.85,2014,2026,13,2006-10-16
A824,ICARAIMA,PR,S,-23.39027777,-53.63583333,381.29,2014,2026,13,2006-11-16
A825,GOIOERE,PR,S,-24.18388888,-53.04888888,481.0,2019,2026,8,2006-10-19
A835,MARINGA,PR,S,-23.40527777,-51.93277777,548.51,2014,2026,13,2006-11-21
A842,NOVA FATIMA,PR,S,-23.41527777,-50.57777777,664.31,2014,2026,13,2007-02-08
A843,DOIS VIZINHOS,PR,S,-25.69916666,-53.09527777,545.95,2014,2026,13,2007-03-29
A846,FOZ DO IGUACU,PR,S,-25.60194444,-54.48305554,235.09,2014,2026,13,2008-02-15
A847,ILHA DO MEL,PR,S,-25.49444444,-48.32583332,1.0,2014,2018,5,2007-03-23
A849,DIAMANTE DO NORTE,PR,S,-22.63944444,-52.89027777,368.22,2014,2026,13,2008-03-06
A850,PARANAPOEMA,PR,S,-22.65833333,-52.13444444,308.7,2014,2026,13,2008-03-04
A855,PLANALTO,PR,S,-25.72194443,-53.74805555,399.1,2014,2026,13,2007-11-07
A869,CIDADE GAUCHA,PR,S,-23.35916666,-52.93194443,365.79,2014,2026,13,2008-03-11
A871,JAPIRA,PR,S,-23.77333332,-50.18055554,692.88,2014,2026,13,2008-02-29
A872,VENTANIA,PR,S,-24.28027777,-50.21027777,1093.41,2014,2026,13,2011-04-15
A873,MORRETES,PR,S,-25.50888888,-48.80861111,50.31,2014,2026,13,2008-03-13
A874,SAO MATEUS DO SUL,PR,S,-25.83555555,-50.36888888,780.21,2014,2026,13,2011-04-17
A875,GENERAL CARNEIRO,PR,S,-26.3986111,-51.35361111,1009.01,2014,2026,13,2008-04-30
A876,CLEVELANDIA,PR,S,-26.41722221,-52.3486111,966.06,2014,2026,13,2008-05-15
B803,CAMPINA DA LAGOA,PR,S,-24.57083332,-52.80027777,598.0,2016,2026,11,2016-08-04
B804,LARANJEIRAS DO SUL,PR,S,-25.37138888,-52.40083333,889.0,2016,2026,11,2016-08-07
B806,COLOMBO,PR,S,-25.32249999,-49.15777777,950.0,2016,2026,11,2016-06-01
A601,SEROPEDICA-ECOLOGIA AGRICOLA,RJ,SE,-22.75777777,-43.68472221,35.0,2014,2026,13,2000-05-24
A602,RIO DE JANEIRO-MARAMBAIA,RJ,SE,-23.05027777,-43.59555555,12.0,2014,2026,13,2002-11-08
A603,DUQUE DE CAXIAS - XEREM,RJ,SE,-22.58972221,-43.28222221,22.0,2014,2026,13,2002-10-21
A604,CAMBUCI,RJ,SE,-21.58749999,-41.95833333,46.0,2014,2026,13,2002-11-20
A606,ARRAIAL DO CABO,RJ,SE,-22.97527777,-42.02138888,5.0,2014,2026,13,2006-09-22
A607,CAMPOS DOS GOYTACAZES,RJ,SE,-21.71472222,-41.34388888,17.0,2014,2026,13,2006-09-25
A608,MACAE,RJ,SE,-22.3761111,-41.81194444,28.0,2014,2026,13,2006-09-22
A609,RESENDE,RJ,SE,-22.45138888,-44.44499999,438.83,2014,2026,13,2006-09-29
A610,PICO DO COUTO,RJ,SE,-22.46472222,-43.29138888,1777.0,2014,2026,13,2006-10-22
A611,VALENCA,RJ,SE,-22.35805555,-43.69555555,370.0,2014,2026,13,2006-09-27
A618,TERESOPOLIS-PARQUE NACIONAL,RJ,SE,-22.4486111,-42.98694444,981.0,2014,2026,13,2006-11-01
A619,PARATY,RJ,SE,-23.2236111,-44.72694443,3.0,2014,2026,13,2006-11-19
A620,CAMPOS DOS GOYTACAZES - SAO TOME,RJ,SE,-22.04166666,-41.05166666,7.0,2014,2026,13,2008-06-13
A621,RIO DE JANEIRO - VILA MILITAR,RJ,SE,-22.86138888,-43.41138888,30.43,2014,2026,13,2007-04-13
A624,NOVA FRIBURGO - SALINAS,RJ,SE,-22.33472221,-42.67694443,1070.0,2014,2026,13,2010-09-18
A625,TRES RIOS,RJ,SE,-22.09833333,-43.20833333,295.0,2016,2026,11,2016-06-08
A626,RIO CLARO,RJ,SE,-22.653579,-44.040916,516.0,2016,2026,11,2016-06-03
A627,NITEROI,RJ,SE,-22.86749999,-43.10194444,6.0,2018,2026,9,2018-07-13
A628,ANGRA DOS REIS,RJ,SE,-22.97555554,-44.30333333,6.0,2017,2026,10,2017-08-25
A629,CARMO,RJ,SE,-21.9386111,-42.60083333,293.0,2018,2026,9,2018-10-11
A630,SANTA MARIA MADALENA,RJ,SE,-21.95055555,-42.01027777,586.0,2018,2026,9,2018-10-16
A635,ITATIAIA,RJ,SE,-22.37388888,-44.70305555,2450.0,2017,2021,5,2017-09-01
A636,RIO DE JANEIRO - JACAREPAGUA,RJ,SE,-22.93999999,-43.40277777,20.0,2017,2026,10,2017-08-10
A637,PATY DO ALFERES - AVELAR,RJ,SE,-22.34722221,-43.41777777,508.0,2022,2026,5,2022-11-10
A652,RIO DE JANEIRO - FORTE DE COPACABANA,RJ,SE,-22.98833333,-43.19055555,25.59,2014,2026,13,2007-05-18
A659,SILVA JARDIM,RJ,SE,-22.64583333,-42.41555555,19.0,2015,2026,12,2015-08-28
A667,SAQUAREMA - SAMPAIO CORREIA,RJ,SE,-22.8711111,-42.60888888,26.0,2015,2026,12,2015-09-02
A302,ARQ.SAO PEDRO E SAO PAULO,RN,NE,0.916877,-29.345904,15.0,2014,2020,7,2003-11-02
A304,NATAL,RN,NE,-5.83722221,-35.20805555,47.46,2014,2026,13,2003-02-24
A316,CAICO,RN,NE,-6.46749999,-37.08499999,171.26,2014,2026,13,2007-01-07
A317,MACAU,RN,NE,-5.15111111,-36.57305554,17.37,2014,2026,13,2007-01-06
A318,MOSSORO,RN,NE,-4.90416666,-37.36694443,29.44,2014,2026,13,2007-05-22
A340,APODI,RN,NE,-5.62666666,-37.815,131.41,2014,2026,13,2007-11-14
A344,CALCANHAR,RN,NE,-5.16,-35.48749999,9.82,2014,2026,13,2008-05-08
A367,SANTA CRUZ,RN,NE,-6.22805554,-36.02666666,227.49,2014,2026,13,2010-08-17
A372,IPANGUACU,RN,NE,-5.53499999,-36.87222221,19.0,2017,2026,10,2017-11-08
A925,PORTO VELHO,RO,N,-8.7936111,-63.84583333,86.7,2014,2026,13,2007-07-11
A938,VILHENA,RO,N,-12.73499999,-60.15777777,583.3,2014,2026,13,2008-08-26
A939,CACOAL,RO,N,-11.44583333,-61.43416666,183.53,2014,2026,13,2008-07-20
A940,ARIQUEMES,RO,N,-9.94888888,-62.96194444,128.44,2014,2026,13,2008-07-18
S101,FORTE PRINCIPE,RO,N,-12.42999999,-64.41999999,,2016,2018,3,2016-12-01
S104,DTCEA VILHENA,RO,N,-12.75055555,-60.14916666,,2016,2018,3,2016-12-01
S110,DTCEA GUAJARA-MIRIM,RO,N,-10.78999999,-65.33277777,,2016,2018,3,2016-12-01
A135,BOA VISTA,RR,N,2.81694443,-60.69083333,82.35,2014,2026,13,2010-08-26
S113,BALIZA,RR,N,0.94777777,-59.74638888,,2016,2018,3,2016-12-01
S114,PACARAIMA,RR,N,4.47749999,-61.14916666,,2016,2018,3,2016-12-01
A801,PORTO ALEGRE - JARDIM BOTANICO,RS,S,-30.05361111,-51.17472221,41.18,2014,2026,13,2000-09-22
A802,RIO GRANDE,RS,S,-32.07888888,-52.16777777,4.92,2014,2026,13,2001-11-16
A803,SANTA MARIA,RS,S,-29.72499999,-53.72055554,105.0,2014,2026,13,2001-11-26
A804,SANTANA DO LIVRAMENTO,RS,S,-30.75055555,-55.40138888,196.0,2014,2026,13,2001-11-22
A805,SANTO AUGUSTO,RS,S,-27.85444444,-53.7911111,489.67,2014,2026,13,2001-12-05
A808,TORRES,RS,S,-29.35027777,-49.73333333,8.44,2014,2023,10,2006-06-01
A809,URUGUAIANA,RS,S,-29.83999999,-57.08194443,74.29,2014,2026,13,2006-09-28
A810,SANTA ROSA,RS,S,-27.84805555,-54.45222222,329.0,2014,2026,13,2006-11-15
A811,CANGUCU,RS,S,-31.40333333,-52.70083333,446.81,2014,2026,13,2007-01-24
A812,CACAPAVA DO SUL,RS,S,-30.54527777,-53.46694443,420.82,2014,2026,13,2006-06-22
A813,RIO PARDO,RS,S,-29.87222221,-52.38194443,106.99,2014,2026,13,2006-09-30
A826,ALEGRETE,RS,S,-29.70916666,-55.52555554,121.0,2014,2026,13,2006-09-28
A827,BAGE,RS,S,-31.34777777,-54.01333333,226.19,2014,2026,13,2007-01-04
A828,ERECHIM,RS,S,-27.65777777,-52.30583333,777.08,2014,2026,13,2006-11-25
A829,SAO JOSE DOS AUSENTES,RS,S,-28.7486111,-50.05777777,1228.59,2014,2026,13,2006-10-26
A830,SAO BORJA,RS,S,-28.65,-56.01638888,79.0,2014,2026,13,2007-07-21
A831,QUARAI,RS,S,-30.3686111,-56.43722221,103.0,2014,2026,13,2007-10-17
A832,SAO GABRIEL,RS,S,-30.34138888,-54.31083333,114.89,2014,2026,13,2007-07-11
A833,SANTIAGO,RS,S,-29.19166666,-54.88555555,390.03,2014,2026,13,2009-02-04
A834,TRAMANDAI,RS,S,-30.01027777,-50.13583333,4.56,2014,2026,13,2008-03-09
A836,JAGUARAO,RS,S,-32.53472221,-53.37583332,31.48,2014,2026,13,2007-01-09
A837,SOLEDADE,RS,S,-28.85916666,-52.54249999,660.44,2014,2026,13,2008-03-01
A838,CAMAQUA,RS,S,-30.80805555,-51.83416666,92.3,2014,2026,13,2006-12-12
A839,PASSO FUNDO,RS,S,-28.22666666,-52.40361111,680.67,2014,2026,13,2006-11-27
A840,BENTO GONCALVES,RS,S,-29.16444444,-51.53416666,639.0,2014,2026,13,2006-12-01
A844,LAGOA VERMELHA,RS,S,-28.22249999,-51.51277777,833.83,2014,2026,13,2007-03-02
A852,SAO LUIZ GONZAGA,RS,S,-28.41722221,-54.9625,245.5,2014,2026,13,2007-07-25
A853,CRUZ ALTA,RS,S,-28.60333333,-53.6736111,426.69,2014,2026,13,2007-05-31
A854,FREDERICO WESTPHALEN,RS,S,-27.39555555,-53.42944443,489.42,2014,2026,13,2007-12-14
