ano_agricola;safra;uf;produto;id_produto;id_levantamento;dsc_levantamento;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
2025                ;UNICA          ;CE;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;CE;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;CE;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;CE;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;CE;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;DF;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;ES;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;GO;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;MA;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;MG;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;MS;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;MT;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;PA;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;PB;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;PE;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;PI;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 001;1º LEV              ;1.8;3.5;1.9
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 002;2º LEV              ;2;4.4;2.2
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 003;3º LEV              ;1.7;3.8;2.2
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 004;4º LEV              ;2;4.6;2.3
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 005;5º LEV              ;2;3.4;1.7
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 006;6º LEV              ;2;3.4;1.7
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 007;7º LEV              ;2;3.4;1.7
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 008;8º LEV              ;3.1;5.3;1.7
2025                ;UNICA          ;PR;CANOLA                                  ;4723; 009;9º LEV              ;4.3;7.4;1.7
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;RJ;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;RN;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;RO;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;RR;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 001;1º LEV              ;209.9;320.7;1.5
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 002;2º LEV              ;209.9;320.7;1.5
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 003;3º LEV              ;209.9;320.7;1.5
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 004;4º LEV              ;209.9;340.2;1.6
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 005;5º LEV              ;273.7;443.1;1.6
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 006;6º LEV              ;273.7;443.1;1.6
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 007;7º LEV              ;273.7;443.1;1.6
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 008;8º LEV              ;273.7;443.1;1.6
2025                ;UNICA          ;RS;CANOLA                                  ;4723; 009;9º LEV              ;320.1;518.2;1.6
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;SC;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;SE;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;SP;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 001;1º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 002;2º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 003;3º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 004;4º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 005;5º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 006;6º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 007;7º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 008;8º LEV              ;0;0;0
2025                ;UNICA          ;TO;CANOLA                                  ;4723; 009;9º LEV              ;0;0;0
2017/18             ;UNICA          ;AC;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;AM;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;AP;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;BA;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;263.7;747.6;2.8
2017/18             ;UNICA          ;CE;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;1.2;0.7;0.6
2017/18             ;UNICA          ;DF;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;ES;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;GO;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;33;82;2.5
2017/18             ;UNICA          ;MA;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;22.3;52.4;2.4
2017/18             ;UNICA          ;MG;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;25;59.5;2.4
2017/18             ;UNICA          ;MS;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;30.4;80.7;2.7
2017/18             ;UNICA          ;MT;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;777.8;1935.3;2.5
2017/18             ;UNICA          ;PA;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;PB;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0.5;0.2;0.4
2017/18             ;UNICA          ;PE;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;PI;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;7.2;15.8;2.2
2017/18             ;UNICA          ;PR;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;RJ;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;RN;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0.3;0.8;2.7
2017/18             ;UNICA          ;RO;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;4.8;12.5;2.6
2017/18             ;UNICA          ;RS;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;SC;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;SE;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2017/18             ;UNICA          ;SP;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;5.7;13.3;2.3
2017/18             ;UNICA          ;TO;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;2.8;6.3;2.2
2018/19             ;UNICA          ;BA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;332;896.4;2.7
2018/19             ;UNICA          ;CE;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1;0.6;0.6
2018/19             ;UNICA          ;GO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;42.4;105.3;2.5
2018/19             ;UNICA          ;MA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;27.7;61.6;2.2
2018/19             ;UNICA          ;MG;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;42;101.2;2.4
2018/19             ;UNICA          ;MS;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;37;97.4;2.6
2018/19             ;UNICA          ;MT;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1092.8;2803;2.6
2018/19             ;UNICA          ;PB;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.7;0.5;0.7
2018/19             ;UNICA          ;PI;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;16.1;33;2
2018/19             ;UNICA          ;PR;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.7;1.3;1.9
2018/19             ;UNICA          ;RN;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.3;0.7;2.3
2018/19             ;UNICA          ;RO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;5.2;12.1;2.3
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;6;17;2.8
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;6;17;2.8
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;6;17;2.8
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;5;12;2.4
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;5;12;2.4
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;5;14;2.8
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;5;14;2.8
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;6;18;3
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;6;18;3
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 007;7º LEV              ;6;17;2.8
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 008;8º LEV              ;6;17;2.8
2018/19             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 009;9º LEV              ;6;17;2.8
2018/19             ;UNICA          ;SP;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;9.9;25.4;2.6
2018/19             ;UNICA          ;TO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;4.4;10.6;2.4
2019/20             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.5;0.8;1.6
2019/20             ;UNICA          ;BA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;313.7;894.9;2.9
2019/20             ;UNICA          ;CE;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;2.8;1.6;0.6
2019/20             ;UNICA          ;GO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;35.5;92.4;2.6
2019/20             ;UNICA          ;MA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;27.8;68.9;2.5
2019/20             ;UNICA          ;MG;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;38.1;96.7;2.5
2019/20             ;UNICA          ;MS;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;32;83.9;2.6
2019/20             ;UNICA          ;MT;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1166;3020;2.6
2019/20             ;UNICA          ;PB;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1.9;1.9;1
2019/20             ;UNICA          ;PI;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;18.3;40.3;2.2
2019/20             ;UNICA          ;PR;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1.2;1.9;1.6
2019/20             ;UNICA          ;RN;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;0.3;0.7;2.3
2019/20             ;UNICA          ;RO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;9.8;23.7;2.4
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 010;10º LEV             ;1;3;3
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 011;11º LEV             ;1;3;3
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 012;12º LEV             ;0;0;0
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 001;1º LEV              ;3;8;2.7
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 002;2º LEV              ;3;8;2.7
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 003;3º LEV              ;3;8;2.7
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 004;4º LEV              ;3;8;2.7
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 005;5º LEV              ;3;8;2.7
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 006;6º LEV              ;3;8;2.7
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 007;7º LEV              ;3;8;2.7
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 008;8º LEV              ;1;3;3
2019/20             ;UNICA          ;RR;CAROCO DE ALGODAO                       ;4724; 009;9º LEV              ;1;3;3
2019/20             ;UNICA          ;SP;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;11;27;2.5
2019/20             ;UNICA          ;TO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;6.7;16.6;2.5
2020/21             ;UNICA          ;AL;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;1;1.4;1.4
2020/21             ;UNICA          ;BA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;266.6;760;2.9
2020/21             ;UNICA          ;CE;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;2.4;4.3;1.8
2020/21             ;UNICA          ;GO;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;27.3;71.1;2.6
2020/21             ;UNICA          ;MA;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;25.6;66.7;2.6
2020/21             ;UNICA          ;MG;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;31.8;71;2.2
2020/21             ;UNICA          ;MS;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;22.5;64.2;2.9
2020/21             ;UNICA          ;MT;CAROCO DE ALGODAO                       ;4724; 099;LEVANT              ;961.3;2327.1;2.4
