ano_agricola;safra;uf;produto;id_produto;id_levantamento;dsc_levantamento;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 010;10º LEV             ;0.3;0.2;0.7
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 011;11º LEV             ;0.3;0.2;0.7
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 012;12º LEV             ;0.3;0.2;0.7
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 001;1º LEV              ;0.4;0.6;1.5
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 002;2º LEV              ;0.4;0.6;1.5
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 003;3º LEV              ;0.4;0.6;1.5
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 004;4º LEV              ;0.4;0.6;1.5
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 005;5º LEV              ;0.4;0.6;1.5
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 006;6º LEV              ;0.4;0.6;1.5
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 007;7º LEV              ;0.3;0.7;2.3
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 008;8º LEV              ;0.3;0.2;0.7
2023/24             ;UNICA          ;MS;GIRASSOL                                ;4738; 009;9º LEV              ;0.3;0.2;0.7
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 010;10º LEV             ;6;9.6;1.6
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 011;11º LEV             ;6;9.6;1.6
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 012;12º LEV             ;6;9.6;1.6
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 001;1º LEV              ;8.2;12.7;1.5
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 002;2º LEV              ;8.2;12.7;1.5
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 003;3º LEV              ;8.2;12.7;1.5
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 004;4º LEV              ;8.2;12.7;1.5
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 005;5º LEV              ;8.5;13.2;1.6
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 006;6º LEV              ;8.5;13.2;1.6
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 007;7º LEV              ;8.5;13.2;1.6
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 008;8º LEV              ;2;3.2;1.6
2023/24             ;UNICA          ;MT;GIRASSOL                                ;4738; 009;9º LEV              ;2;3.2;1.6
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;PA;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;PB;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;PE;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;PI;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;PR;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;RJ;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;RN;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;RO;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;RR;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 010;10º LEV             ;2.6;3.1;1.2
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 011;11º LEV             ;2.6;3.1;1.2
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 012;12º LEV             ;2.6;3.1;1.2
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 001;1º LEV              ;1.4;2;1.4
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 002;2º LEV              ;1.4;2;1.4
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 003;3º LEV              ;2.6;3.6;1.4
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 004;4º LEV              ;2.6;3.5;1.3
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 005;5º LEV              ;2.6;3.1;1.2
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 006;6º LEV              ;2.6;3.1;1.2
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 007;7º LEV              ;2.6;3.1;1.2
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 008;8º LEV              ;2.6;3.1;1.2
2023/24             ;UNICA          ;RS;GIRASSOL                                ;4738; 009;9º LEV              ;2.6;3.1;1.2
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;SC;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;SE;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;SP;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2023/24             ;UNICA          ;TO;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2024/25             ;UNICA          ;AC;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2024/25             ;UNICA          ;AL;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2024/25             ;UNICA          ;AM;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2024/25             ;UNICA          ;AP;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2024/25             ;UNICA          ;BA;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 006;6º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 007;7º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 008;8º LEV              ;0;0;0
2024/25             ;UNICA          ;CE;GIRASSOL                                ;4738; 009;9º LEV              ;0;0;0
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 010;10º LEV             ;0.6;1.3;2.2
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 011;11º LEV             ;0.6;1.3;2.2
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 012;12º LEV             ;0.6;1.3;2.2
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 001;1º LEV              ;0.7;1.5;2.1
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 002;2º LEV              ;0.7;1.5;2.1
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 003;3º LEV              ;0.7;1.5;2.1
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 004;4º LEV              ;0.7;1.5;2.1
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 005;5º LEV              ;0.7;1.5;2.1
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 006;6º LEV              ;0.7;1.5;2.1
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 007;7º LEV              ;0.6;1.3;2.2
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 008;8º LEV              ;0.6;1.3;2.2
2024/25             ;UNICA          ;DF;GIRASSOL                                ;4738; 009;9º LEV              ;0.6;1.3;2.2
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 010;10º LEV             ;0;0;0
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 011;11º LEV             ;0;0;0
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 012;12º LEV             ;0;0;0
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 001;1º LEV              ;0;0;0
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 002;2º LEV              ;0;0;0
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 003;3º LEV              ;0;0;0
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 004;4º LEV              ;0;0;0
2024/25             ;UNICA          ;ES;GIRASSOL                                ;4738; 005;5º LEV              ;0;0;0
